Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
CRSP,54.46,14-11-2023,14:35 EST,2.4500008,55.38,56.785,53.6,1414418,20231114,54.46,1,0,,,
SLB,54.4,14-11-2023,14:36 EST,0.40000153,54.18,54.575,53.86,3805406,20231114,54.4,1,0,,,
INCY,54.38,14-11-2023,14:36 EST,1.2600021,53.6,54.555,53.38,995866,20231114,54.38,1,0,,,
ZEUS,54.36,14-11-2023,14:33 EST,2.540001,53.15,54.36,52.01,21596,20231114,54.36,1,0,,,
AEL,54.348,14-11-2023,14:36 EST,0.41799927,53.94,54.37,53.7925,534013,20231114,54.348,1,0,,,
SSNC,54.27,14-11-2023,14:36 EST,1.7999992,53.57,54.585,53.49,702615,20231114,54.27,1,0,,,
ALSN,54.245,14-11-2023,14:35 EST,1.6949997,53.51,54.25,53.41,303366,20231114,54.245,1,0,,,
UBER,54.135,14-11-2023,14:36 EST,1.8949966,52.9,54.31,52.43,20542813,20231114,54.135,1,0,,,
KBCSF,54.1,13-11-2023,15:34 EST,0,53.07,54.1,54.1,61,20231114,54.1,1,0,,,
MTRAF,54.1,08-11-2023,10:36 EST,0,54.1,54.1,54.1,24,20231114,54.1,1,0,,,
FIS,54.1,14-11-2023,14:36 EST,1.7099991,53.44,54.975,53.39,2393726,20231114,54.1,1,0,,,
KYOCF,54.01,13-11-2023,09:52 EST,0,54.01,54.01,54.01,1,20231114,54.01,1,0,,,
CZFS,54,14-11-2023,14:19 EST,0.9399986,54.9,54.9,54,4981,20231114,54,1,0,,,
AMDUF,54,19-10-2023,09:53 EDT,0,54,54,54,93,20231114,54,1,0,,,
BSX,53.995,14-11-2023,14:36 EST,0.28499985,54.11,54.37,53.6725,3954902,20231114,53.995,1,0,,,
SUN,53.97,14-11-2023,14:36 EST,0.38000107,53.96,54.295,53.62,128875,20231114,53.97,1,0,,,
AZTA,53.92,14-11-2023,14:36 EST,6.109997,53.42,55.86,52.8867,1263036,20231114,53.92,1,0,,,
TRUX,53.9,14-11-2023,10:00 EST,1.5,53.9,53.9,53.9,240,20231114,53.9,1,0,,,
PRGS,53.79,14-11-2023,14:34 EST,1.7099991,53.22,53.88,53.02,203614,20231114,53.79,1,0,,,
CRHCF,53.562,21-09-2023,12:10 EDT,0,53.562,53.562,53.562,135,20231114,53.562,1,0,,,
BELFB,53.55,14-11-2023,14:21 EST,2.119999,52.92,53.72,52.67,35917,20231114,53.55,1,0,,,
NVT,53.44,14-11-2023,14:36 EST,2,52.54,53.8,52.505,631002,20231114,53.44,1,0,,,
ANIP,53.43,14-11-2023,14:35 EST,1.7799988,52.73,54.09,51.77,155046,20231114,53.43,1,0,,,
BSY,53.33,14-11-2023,14:36 EST,1.7200012,52.5,53.48,52.3983,597069,20231114,53.33,1,0,,,
MHVYF,53.25,09-11-2023,13:28 EST,0,53.25,53.25,53.25,10,20231114,53.25,1,0,,,
CARR,53.23,14-11-2023,14:36 EST,2.290001,52.23,53.71,52.04,2215807,20231114,53.23,1,0,,,
NDAQ,53.22,14-11-2023,14:36 EST,1.1300011,52.44,53.42,52.32,1392471,20231114,53.22,1,0,,,
CSCO,53.185,14-11-2023,14:36 EST,0.95500183,52.47,53.185,52.475,8888205,20231114,53.185,1,0,,,
AMBA,53.18,14-11-2023,14:35 EST,3,51.67,53.45,52.03,316125,20231114,53.18,1,0,,,
KBR,53.16,14-11-2023,14:36 EST,0.4300003,52.94,53.67,52.98,977160,20231114,53.16,1,0,,,
FMC,53.075,14-11-2023,14:36 EST,1.8450012,52.02,54.36,52.04,1031651,20231114,53.075,1,0,,,
RPD,53.045,14-11-2023,14:36 EST,2.5449982,52,53.17,51.8932,321313,20231114,53.045,1,0,,,
GSBC,53.0046,14-11-2023,14:36 EST,2.5345993,51.62,53.46,51.62,9938,20231114,53.0046,1,0,,,
SALRF,53,14-11-2023,09:58 EST,6.971901,53,53,53,100,20231114,53,1,0,,,
PMCUF,53,07-11-2023,13:31 EST,0,53.09,53,53,10,20231114,53,1,0,,,
MONRF,52.915,13-11-2023,15:51 EST,0,52.915,52.915,52.915,5,20231114,52.915,1,0,,,
RANJF,52.84,06-10-2023,09:42 EDT,0,52.84,52.84,52.84,15,20231114,52.84,1,0,,,
CODGF,52.8,27-10-2023,09:30 EDT,0,52.8,52.8,52.8,73,20231114,52.8,1,0,,,
UVV,52.76,14-11-2023,14:18 EST,0.529999,52.61,52.85,52.15,51355,20231114,52.76,1,0,,,
JCI,52.6337,14-11-2023,14:36 EST,1.8437004,51.49,52.815,51.335,2949189,20231114,52.6337,1,0,,,
K,52.615,14-11-2023,14:36 EST,0.4050026,52.39,52.86,52.23,1428769,20231114,52.615,1,0,,,
DT,52.46,14-11-2023,14:36 EST,1.0599976,52.32,52.5,51.89,1566638,20231114,52.46,1,0,,,
SPT,52.375,14-11-2023,14:36 EST,4.334999,50.51,53.395,49.72,595063,20231114,52.375,1,0,,,
CYJBF,52.35,10-07-2023,10:06 EDT,0,52.35,52.35,52.35,1,20231114,52.35,1,0,,,
BELFA,52.35,14-11-2023,09:30 EST,0.69999695,52.35,52.35,52.35,607,20231114,52.35,1,0,,,
ANDE,52.3,14-11-2023,14:36 EST,2.4099998,50.98,52.31,50.75,84811,20231114,52.3,1,0,,,
SAABF,52.15,14-11-2023,09:46 EST,1.2900009,52.15,52.15,52.15,108,20231114,52.15,1,0,,,
KNX,52.03,14-11-2023,14:36 EST,2.2599983,50.75,52.78,50.75,820933,20231114,52.03,1,0,,,
OSAGF,52,21-06-2023,15:47 EDT,0,52,52,52,14,20231114,52,1,0,,,
SEMHF,52,14-11-2023,09:33 EST,0.41999817,52,52,52,600,20231114,52,1,0,,,
QCRH,51.99,14-11-2023,14:35 EST,2.3700027,51.22,52.49,50.65,201334,20231114,51.99,1,0,,,
NFG,51.98,14-11-2023,14:36 EST,1.2200012,51.66,52.3641,51.5714,100511,20231114,51.98,1,0,,,
TNK,51.94,14-11-2023,14:36 EST,-0.8600006,52.99,53.02,51.0762,294894,20231114,51.94,1,0,,,
DCBO,51.93,14-11-2023,14:36 EST,4.709999,48.7,52.27,47.43,126990,20231114,51.93,1,0,,,
SFBS,51.86,14-11-2023,14:34 EST,4.1399994,50.11,52.52,50.01,141800,20231114,51.86,1,0,,,
LEU,51.79,14-11-2023,14:36 EST,0.049999237,52.28,53.83,51.34,146092,20231114,51.79,1,0,,,
CRC,51.79,14-11-2023,14:34 EST,1.4099998,51.02,51.99,50.53,125555,20231114,51.79,1,0,,,
TEX,51.72,14-11-2023,14:36 EST,2.8600006,51.01,51.795,50.69,627479,20231114,51.72,1,0,,,
JOE,51.58,14-11-2023,14:35 EST,2.7400017,50.27,51.68,49.89,131471,20231114,51.58,1,0,,,
LMAT,51.54,14-11-2023,14:35 EST,1.8199997,50.87,52.24,50.29,107424,20231114,51.54,1,0,,,
NTRA,51.54,14-11-2023,14:36 EST,3,49.97,51.865,49.97,1051053,20231114,51.54,1,0,,,
KSBI,51.5,19-10-2023,15:30 EDT,0,51.5,51.5,51.5,12,20231114,51.5,1,0,,,
FDBC,51.5,14-11-2023,14:11 EST,1.25,51.5,52,50.99,12516,20231114,51.5,1,0,,,
HWM,51.475,14-11-2023,14:36 EST,1.1349983,50.85,51.57,50.57,2043121,20231114,51.475,1,0,,,
JOUT,51.41,14-11-2023,14:32 EST,2.3600006,50.28,51.97,50.28,8113,20231114,51.41,1,0,,,
FTNT,51.405,14-11-2023,14:36 EST,1.1049995,51.01,51.98,50.91,3372299,20231114,51.405,1,0,,,
BSPA,51.4,06-11-2023,13:36 EST,0,51.4,51.4,51.4,200,20231114,51.4,1,0,,,
ESALF,51.37,10-11-2023,15:50 EST,0,52,51.37,51.37,21,20231114,51.37,1,0,,,
CWT,51.32,14-11-2023,14:36 EST,2.5900002,50.31,51.34,49.865,220784,20231114,51.32,1,0,,,
NBN,51.26,14-11-2023,14:11 EST,1.4399986,50.64,51.6,50.01,17114,20231114,51.26,1,0,,,
MTZ,51.16,14-11-2023,14:36 EST,2.0600014,51.08,52.94,50.9,910127,20231114,51.16,1,0,,,
IRON,51.06,14-11-2023,14:35 EST,1.4700012,50.5,52.15,49.907,94070,20231114,51.06,1,0,,,
SKX,51.04,14-11-2023,14:36 EST,1.6100006,50.31,51.18,50.16,924174,20231114,51.04,1,0,,,
DOW,51.01,14-11-2023,14:36 EST,1.7699966,50,51.49,49.93,2641413,20231114,51.01,1,0,,,
PEGX,51,30-06-2023,14:12 EDT,0,51,51,51,1,20231114,51,1,0,,,
SP,51,14-11-2023,14:35 EST,0.24000168,51.12,51.15,50.8,157986,20231114,51,1,0,,,
HIBB,50.97,14-11-2023,14:36 EST,3.3500023,48.94,51.7188,48.94,87472,20231114,50.97,1,0,,,
RRBI,50.8005,14-11-2023,14:07 EST,1.9804993,49.19,50.81,49.19,19282,20231114,50.8005,1,0,,,
CSGS,50.78,14-11-2023,14:34 EST,0.7799988,51.16,51.265,50.46,98007,20231114,50.78,1,0,,,
BALL,50.65,14-11-2023,14:36 EST,2.050003,49.56,50.93,49.165,689271,20231114,50.65,1,0,,,
KTB,50.635,14-11-2023,14:36 EST,2.7150002,49.87,51.1693,49.54,287087,20231114,50.635,1,0,,,
BKH,50.59,14-11-2023,14:36 EST,2.2999992,49.56,50.89,49.475,185840,20231114,50.59,1,0,,,
HLTEF,50.5,29-08-2023,11:07 EDT,0,50.5,50.5,50.5,500,20231114,50.5,1,0,,,
BMY,50.495,14-11-2023,14:36 EST,0.3449974,50.45,51.18,50.27,7182132,20231114,50.495,1,0,,,
WABC,50.42,14-11-2023,14:34 EST,2.5999985,49.29,50.85,48.56,52002,20231114,50.42,1,0,,,
KFY,50.375,14-11-2023,14:36 EST,2.6749992,48.86,50.45,48.88,110973,20231114,50.375,1,0,,,
AMSF,50.35,14-11-2023,14:16 EST,0.86999893,49.91,50.37,49.335,47512,20231114,50.35,1,0,,,
DCO,50.32,14-11-2023,14:32 EST,0.439999,50.32,51,49.691,43160,20231114,50.32,1,0,,,
CHBH,50.25,10-11-2023,13:37 EST,0,50.25,50.25,50.25,1,20231114,50.25,1,0,,,
ELLH,50.25,14-11-2023,12:58 EST,10.25,46.99,52,46.99,1577,20231114,50.25,1,0,,,
ENOV,50.25,14-11-2023,14:36 EST,2.040001,49.51,50.65,49.19,974795,20231114,50.25,1,0,,,
CALM,50.1,14-11-2023,14:36 EST,0.59000015,49.99,50.2157,49.33,439019,20231114,50.1,1,0,,,
NWE,50.095,14-11-2023,14:36 EST,1.8050003,49.37,50.42,49.3668,150079,20231114,50.095,1,0,,,
SSMXF,50.055,13-11-2023,10:19 EST,0,50.055,50.055,50.055,100,20231114,50.055,1,0,,,
DGWPF,50,14-11-2023,11:49 EST,10.43,50,50,50,100,20231114,50,1,0,,,
SLF,49.99,14-11-2023,14:36 EST,2.1500015,48.11,49.99,48.19,445061,20231114,49.99,1,0,,,
HCC,49.955,14-11-2023,14:35 EST,3.2650032,48.02,50.595,48.08,455039,20231114,49.955,1,0,,,
SENEB,49.9,14-11-2023,13:36 EST,-0.79999924,50,52.83,49.9,678,20231114,49.9,1,0,,,
SANM,49.87,14-11-2023,14:36 EST,2.2000008,48.94,50.04,48.2429,340739,20231114,49.87,1,0,,,
FPRUF,49.85,13-10-2023,12:24 EDT,0,49.85,49.85,49.85,200,20231114,49.85,1,0,,,
CPRT,49.85,14-11-2023,14:36 EST,1.5099983,49.15,49.88,48.47,2157058,20231114,49.85,1,0,,,
SENEA,49.78,14-11-2023,14:23 EST,-1.0800018,51.47,52.49,49.78,21638,20231114,49.78,1,0,,,
PCVX,49.76,14-11-2023,14:36 EST,1.3400002,48.97,50.97,48.89,451290,20231114,49.76,1,0,,,
NIPNF,49.75,30-10-2023,10:01 EDT,0,49.75,49.75,49.75,48,20231114,49.75,1,0,,,
SEAS,49.75,14-11-2023,14:36 EST,2.790001,48.68,49.96,48.705,582237,20231114,49.75,1,0,,,
CASH,49.6875,14-11-2023,14:36 EST,2.0875015,49.16,50.27,48.98,137148,20231114,49.6875,1,0,,,
SRCE,49.64,14-11-2023,14:32 EST,2.3600006,48.75,49.9,48.49,27670,20231114,49.64,1,0,,,
EVRG,49.576,14-11-2023,14:36 EST,1.526001,49.08,49.98,48.94,2452641,20231114,49.576,1,0,,,
NVZMF,49.56,13-11-2023,14:01 EST,0,49.275,49.56,49.56,5075,20231114,49.56,1,0,,,
HAYN,49.55,14-11-2023,14:27 EST,2.1800003,48.39,49.58,47.64,21598,20231114,49.55,1,0,,,
TRMLF,49.51,14-11-2023,14:17 EST,0.30999756,49.22,49.73,49.055,21210,20231114,49.51,1,0,,,
ESNT,49.49,14-11-2023,14:36 EST,1.2400017,49.5,49.65,49.145,167616,20231114,49.49,1,0,,,
MOD,49.48,14-11-2023,14:36 EST,2.8600006,48.39,49.93,48.245,601483,20231114,49.48,1,0,,,
TGH,49.35,14-11-2023,14:36 EST,0.02999878,49.4,49.44,49.33,163401,20231114,49.35,1,0,,,
LVS,49.215,14-11-2023,14:36 EST,1.6049995,47.36,49.385,48.23,2119668,20231114,49.215,1,0,,,
AZZ,49.19,14-11-2023,14:36 EST,2.449997,48.07,49.19,47.77,39289,20231114,49.19,1,0,,,
BHF,49.155,14-11-2023,14:35 EST,2.1849976,48.55,49.7,48.12,147113,20231114,49.155,1,0,,,
UTL,49.09,14-11-2023,14:20 EST,1.88,48.27,49.16,48.06,21173,20231114,49.09,1,0,,,
EQGPF,49.0317,30-10-2023,10:07 EDT,0,49.0317,49.0317,49.0317,6,20231114,49.0317,1,0,,,
GTLB,49,14-11-2023,14:36 EST,3.790001,47,49.54,46.65,1092627,20231114,49,1,0,,,
LIVN,48.94,14-11-2023,14:35 EST,2.2199974,47.87,49.36,47.87,202865,20231114,48.94,1,0,,,
