Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
SHLAF,208,14-11-2023,12:30 EST,2,208,208,208,50,20231114,208,1,0,,,
APPF,207.9575,14-11-2023,14:35 EST,9.6775055,203.37,209.29,203.03,186151,20231114,207.9575,1,0,,,
PRI,207.75,14-11-2023,14:35 EST,1.6399994,207.92,209.16,207.1,35305,20231114,207.75,1,0,,,
USLM,207.56,14-11-2023,14:30 EST,8.160004,201.21,208.68,201.105,16488,20231114,207.56,1,0,,,
VRSN,207.55,14-11-2023,14:36 EST,-0.56999207,209.27,210.96,207.12,263509,20231114,207.55,1,0,,,
BA,207.445,14-11-2023,14:36 EST,2.905014,207.25,208.56,205.98,4880796,20231114,207.445,1,0,,,
RNR,207.37,14-11-2023,14:36 EST,-3.4199982,210.8,211.86,203.71,383380,20231114,207.37,1,0,,,
LH,207.335,14-11-2023,14:36 EST,2.925003,206.2,209.48,205.6668,354945,20231114,207.335,1,0,,,
CRWD,207.24,14-11-2023,14:36 EST,6.279999,205,209.0671,203.5,2623350,20231114,207.24,1,0,,,
SARTF,206.76,31-10-2023,11:43 EDT,0,198,206.76,206.76,6,20231114,206.76,1,0,,,
STE,205.64,14-11-2023,14:36 EST,3.4100037,205.05,208.87,204.1,182459,20231114,205.64,1,0,,,
TSCO,205.54,14-11-2023,14:36 EST,9.439987,198.74,207.6983,198.74,1114693,20231114,205.54,1,0,,,
NSC,205.22,14-11-2023,14:36 EST,6.149994,201.8,206.49,201.44,682482,20231114,205.22,1,0,,,
SHLRF,205,13-11-2023,13:49 EST,0,205,205,205,4,20231114,205,1,0,,,
SVCTF,204.2003,07-11-2023,15:06 EST,0,204.2,204.2,204.2,16,20231114,204.2003,1,0,,,
CNND,204,21-09-2023,14:07 EDT,0,204,204,204,952,20231114,204,1,0,,,
DHR,203.805,14-11-2023,14:36 EST,7.824997,200.36,204.19,200.04,1458935,20231114,203.805,1,0,,,
MAR,203.1,14-11-2023,14:36 EST,5.3899994,200,204.15,199.98,875200,20231114,203.1,1,0,,,
LOW,202.795,14-11-2023,14:36 EST,8.955002,203.445,204.7929,199.22,2637013,20231114,202.795,1,0,,,
VRTS,202.45,14-11-2023,14:33 EST,10.039993,198.26,202.45,198.26,13317,20231114,202.45,1,0,,,
DUAVF,202.1149,14-11-2023,12:23 EST,2.1148987,202.1149,202.1149,202.1149,739,20231114,202.1149,1,0,,,
MTUAF,201.997,14-11-2023,11:47 EST,5.996994,200.786,201.997,196.773,149,20231114,201.997,1,0,,,
SDMHF,201.75,13-11-2023,14:32 EST,0,195,201.75,201.75,328,20231114,201.75,1,0,,,
ALGN,201.56,14-11-2023,14:36 EST,10.339996,199.79,205.7,198.84,974424,20231114,201.56,1,0,,,
DISPF,201.555,14-11-2023,12:27 EST,20.804993,201.555,201.555,201.555,33,20231114,201.555,1,0,,,
IQV,201.3,14-11-2023,14:36 EST,7.630005,198.27,201.68,197.3701,591400,20231114,201.3,1,0,,,
PPBB,200,08-09-2023,14:44 EDT,0,200,200,200,37,20231114,200,1,0,,,
FIX,199.62,14-11-2023,14:36 EST,10.409988,193.42,199.62,194.8,179976,20231114,199.62,1,0,,,
WIRE,199.26,14-11-2023,14:30 EST,12.5,190.25,203.115,190.25,203957,20231114,199.26,1,0,,,
SFNXF,199.01,02-11-2023,09:33 EDT,0,199.01,199.01,199.01,1,20231114,199.01,1,0,,,
FBAK,198.99,14-11-2023,12:03 EST,3,195.99,200,195,713,20231114,198.99,1,0,,,
MMC,198.82,14-11-2023,14:36 EST,-1.3499908,200.25,201,198.1,753436,20231114,198.82,1,0,,,
IEX,197.54,14-11-2023,14:36 EST,5.25,195.01,198.115,195.03,145836,20231114,197.54,1,0,,,
ESLT,197.5,14-11-2023,14:02 EST,5.5,196.41,197.51,196.41,16679,20231114,197.5,1,0,,,
HSY,197.23,14-11-2023,14:36 EST,2.5299988,195.5,198.31,195.25,879921,20231114,197.23,1,0,,,
EFX,197.035,14-11-2023,14:36 EST,13.014999,190,197.49,189.95,683237,20231114,197.035,1,0,,,
WTS,195.94,14-11-2023,14:34 EST,7.150009,191.67,196.27,192,60251,20231114,195.94,1,0,,,
LECO,194.9,14-11-2023,14:36 EST,5.849991,191.9,195.71,190.9249,245083,20231114,194.9,1,0,,,
NXPI,194.46,14-11-2023,14:36 EST,9.62001,191.02,195.32,190.17,1235336,20231114,194.46,1,0,,,
CAR,193.69,14-11-2023,14:36 EST,7.0899963,192.36,196.47,192.36,216559,20231114,193.69,1,0,,,
ESLOF,193.0999,14-11-2023,13:56 EST,5.9499054,190,197.36,190,5367,20231114,193.0999,1,0,,,
ADDDF,191.0375,14-11-2023,12:01 EST,8.167511,190.81,194,188.8,327,20231114,191.0375,1,0,,,
HON,190.05,14-11-2023,14:36 EST,3.5400085,188.77,190.05,188.65,1350063,20231114,190.05,1,0,,,
LSRCF,189.5625,13-11-2023,14:21 EST,0,189.562,189.562,189.562,2,20231114,189.5625,1,0,,,
KRDXF,188,01-11-2023,10:11 EDT,0,188,188,188,5,20231114,188,1,0,,,
ALG,187.58,14-11-2023,14:35 EST,7.4400024,185.41,188.12,185.07,37945,20231114,187.58,1,0,,,
AAPL,187.55,14-11-2023,14:36 EST,2.75,187.7,187.72,186.305,36508980,20231114,187.55,1,0,,,
LHX,187.1225,14-11-2023,14:36 EST,3.2724915,184.26,187.35,183.32,692932,20231114,187.1225,1,0,,,
AVY,186.98,14-11-2023,14:36 EST,7.3099976,182.8,187.4,182.765,132446,20231114,186.98,1,0,,,
ZS,186.975,14-11-2023,14:36 EST,8.805008,181.75,188.5099,181.62,1843684,20231114,186.975,1,0,,,
CYBR,186.57,14-11-2023,14:31 EST,3.800003,187.01,187.87,184.4,369471,20231114,186.57,1,0,,,
CAPMF,186.55,14-11-2023,13:18 EST,4.25,187.95,188.19,185.3,230,20231114,186.55,1,0,,,
TEAM,185.065,14-11-2023,14:36 EST,10.025009,180.66,185.6,180,1066474,20231114,185.065,1,0,,,
SPSC,184.87,14-11-2023,14:29 EST,13.0099945,175.77,184.87,175.77,92957,20231114,184.87,1,0,,,
AIQUF,184.5745,14-11-2023,13:25 EST,5.179489,181.48,184.5745,181.44,5173,20231114,184.5745,1,0,,,
ECL,184.18,14-11-2023,14:36 EST,5.1799927,182.3,184.65,181.825,362126,20231114,184.18,1,0,,,
DIT,184.1,14-11-2023,13:53 EST,5.5,182,187.16,182,255,20231114,184.1,1,0,,,
PWR,183.15,14-11-2023,14:36 EST,6.9099884,180,184.78,179.575,909701,20231114,183.15,1,0,,,
AYI,182.84,14-11-2023,14:36 EST,7,178.99,183.31,178.08,172972,20231114,182.84,1,0,,,
FIVE,182.31,14-11-2023,14:36 EST,10.2599945,175.61,182.36,175.975,449567,20231114,182.31,1,0,,,
AFNL,182.01,20-10-2023,14:04 EDT,0,182.03,182.01,182.01,399,20231114,182.01,1,0,,,
PDRDF,181.1999,14-11-2023,12:41 EST,3.7199097,177.6,181.1999,177.6,248,20231114,181.1999,1,0,,,
BR,180.96,14-11-2023,14:36 EST,3.1600037,180.36,182.065,179.79,261266,20231114,180.96,1,0,,,
SBGSF,180.45,14-11-2023,14:16 EST,6.3519897,176.46,180.45,176.46,452,20231114,180.45,1,0,,,
IRICF,180,20-09-2023,11:08 EDT,0,180,180,180,100,20231114,180,1,0,,,
JBHT,179.76,14-11-2023,14:36 EST,6.1299896,176.95,181.33,176.95,273876,20231114,179.76,1,0,,,
GLOB,179.72,14-11-2023,14:36 EST,7.330002,177.43,183.68,177.035,322911,20231114,179.72,1,0,,,
BYDGF,179.6,14-11-2023,13:44 EST,3.1100006,179.7,180,179.6,800,20231114,179.6,1,0,,,
DBOEF,179.43,14-11-2023,12:22 EST,2.7700958,179.43,179.43,179.43,15,20231114,179.43,1,0,,,
NAPRF,178.5,14-11-2023,09:30 EST,17.490005,178.5,178.5,178.5,10,20231114,178.5,1,0,,,
CRL,178.445,14-11-2023,14:35 EST,8.415009,175.95,179.48,174.92,517357,20231114,178.445,1,0,,,
CBOE,177.425,14-11-2023,14:36 EST,-1.0549927,178.96,178.99,175.84,942102,20231114,177.425,1,0,,,
CSWI,177.23,14-11-2023,14:32 EST,7.4099884,171,177.7599,171,47575,20231114,177.23,1,0,,,
KRTX,177.21,14-11-2023,14:31 EST,4.630005,178.06,180.66,176.35,118812,20231114,177.21,1,0,,,
ADI,177.165,14-11-2023,14:36 EST,6.5049896,175.2,178.12,175,1444026,20231114,177.165,1,0,,,
PAYC,176.815,14-11-2023,14:36 EST,4.8150024,174.84,180.335,174.11,700846,20231114,176.815,1,0,,,
AZPN,176.53,14-11-2023,14:35 EST,10.2400055,171.32,176.535,171.32,130069,20231114,176.53,1,0,,,
WEX,176.175,14-11-2023,14:34 EST,4.4950104,175.13,177.58,172.27,140478,20231114,176.175,1,0,,,
QLYS,175.42,14-11-2023,14:36 EST,2.4900055,175,177.4,171.91,249781,20231114,175.42,1,0,,,
AOREF,175,06-11-2023,13:47 EST,0,175,175,175,8,20231114,175,1,0,,,
HOVVB,175,02-11-2023,12:21 EDT,0,175,175,175,1,20231114,175,1,0,,,
WEBC,175,31-10-2023,14:22 EDT,0,175,175,175,1,20231114,175,1,0,,,
FN,174.875,14-11-2023,14:34 EST,5.6950073,174.05,176.135,172.59,116778,20231114,174.875,1,0,,,
EXP,174.805,14-11-2023,14:33 EST,7.0049896,171.19,176.52,171.4817,140996,20231114,174.805,1,0,,,
KWR,174.46,14-11-2023,14:27 EST,8.83,171.33,174.46,170.32,34787,20231114,174.46,1,0,,,
SPOT,174.38,14-11-2023,14:36 EST,3.2100067,174.56,175,171.05,874373,20231114,174.38,1,0,,,
RSRV,173.98,10-11-2023,15:28 EST,0,160,173.98,173.98,105,20231114,173.98,1,0,,,
ZTS,173.56,14-11-2023,14:36 EST,4.7299957,171.41,175.24,170.87,676164,20231114,173.56,1,0,,,
SAFRF,173.338,14-11-2023,11:46 EST,7.9559937,173.338,173.338,173.338,376,20231114,173.338,1,0,,,
VEEV,173.25,14-11-2023,14:36 EST,7,171.06,173.77,170.21,854902,20231114,173.25,1,0,,,
UNF,173.045,14-11-2023,14:28 EST,6.765,170.64,173.07,168.36,29245,20231114,173.045,1,0,,,
LNG,172.9675,14-11-2023,14:36 EST,2.0475006,172,173.73,171.46,456852,20231114,172.9675,1,0,,,
MSGS,172.893,14-11-2023,14:27 EST,3.3035,171.52,173.46,171.45,43484,20231114,172.893,1,0,,,
LSTR,172.76,14-11-2023,14:36 EST,5.080002,170,174.47,170,151520,20231114,172.76,1,0,,,
RETA,172.36,25-09-2023,16:00 EDT,0,172.34,172.36,172.36,1909215,20231114,172.36,1,0,,,
SWAV,172.21,14-11-2023,14:36 EST,5.810013,169.53,173.83,168.21,668826,20231114,172.21,1,0,,,
WM,172.0752,14-11-2023,14:36 EST,0.38519287,171.4,172.43,170.6,1012252,20231114,172.0752,1,0,,,
PODD,171.41,14-11-2023,14:35 EST,7.699997,168.66,174.87,168.66,1027205,20231114,171.41,1,0,,,
LANC,170.8903,14-11-2023,14:27 EST,3.7403107,169.07,171.21,169.07,38909,20231114,170.8903,1,0,,,
HEI,170.265,14-11-2023,14:35 EST,3.3650055,168.13,170.29,167.795,157188,20231114,170.265,1,0,,,
VRTV,169.72,14-11-2023,14:33 EST,0,169.78,169.94,169.7,169606,20231114,169.72,1,0,,,
CHEOF,169.25,14-11-2023,12:48 EST,8.25,169.21,169.25,169.21,120,20231114,169.25,1,0,,,
ALNY,169.105,14-11-2023,14:33 EST,4.095001,161.95,172.42,168.515,281593,20231114,169.105,1,0,,,
HIFS,169.01,14-11-2023,14:33 EST,8.5,162.5,170.0494,162.5,28592,20231114,169.01,1,0,,,
TRV,168.45,14-11-2023,14:36 EST,-2.550003,170.94,171.06,168.015,1019907,20231114,168.45,1,0,,,
WMT,167.6,14-11-2023,14:36 EST,-0.07998657,168.17,169.146,167.25,3731960,20231114,167.6,1,0,,,
PEP,167.51,14-11-2023,14:36 EST,-0.26000977,167.95,168.44,166.9,2986284,20231114,167.51,1,0,,,
AIT,167.135,14-11-2023,14:34 EST,6.125,164.64,167.19,164.32,69094,20231114,167.135,1,0,,,
HLT,167.09,14-11-2023,14:36 EST,4.419998,164.9,167.38,164.25,937066,20231114,167.09,1,0,,,
CLH,166.53,14-11-2023,14:36 EST,5.2099915,163.67,166.575,163.67,85576,20231114,166.53,1,0,,,
FGPRB,166.06,14-11-2023,13:26 EST,0.9720001,166.06,166.06,166.06,18,20231114,166.06,1,0,,,
FERG,165.705,14-11-2023,14:36 EST,5.205002,162.61,167.24,162.72,680045,20231114,165.705,1,0,,,
SNOW,165.335,14-11-2023,14:36 EST,6.63501,164.5,166.24,163.16,3414710,20231114,165.335,1,0,,,
MSA,165.24,14-11-2023,14:36 EST,2.9100037,164.1,165.42,162.87,84206,20231114,165.24,1,0,,,
MNDY,164.385,14-11-2023,14:36 EST,9.554993,160,164.845,159.27,782519,20231114,164.385,1,0,,,
JJSF,163.88,14-11-2023,14:33 EST,3.3850098,161.77,164.275,160.5,54857,20231114,163.88,1,0,,,
AGM,163.85,14-11-2023,14:01 EST,6.07001,162.03,164.26,160.39,16466,20231114,163.85,1,0,,,
FFIV,163.48,14-11-2023,14:36 EST,4.8600006,160,163.86,159.75,309741,20231114,163.48,1,0,,,
DHIL,163.46,14-11-2023,14:14 EST,5.130005,161.26,165,161.26,16335,20231114,163.46,1,0,,,
CHRD,163.035,14-11-2023,14:34 EST,2.5650024,162.69,163.38,160.64,231328,20231114,163.035,1,0,,,
AIZ,162.74,14-11-2023,14:36 EST,0.4500122,162.49,163.335,161.37,110174,20231114,162.74,1,0,,,
MKGAF,162.5,13-11-2023,15:43 EST,0,162.217,162.5,162.5,6104,20231114,162.5,1,0,,,
TTEK,161.07,14-11-2023,14:36 EST,6.930008,157.26,161.145,156.215,118642,20231114,161.07,1,0,,,
NACB,161,13-11-2023,11:34 EST,0,161,161,161,57,20231114,161,1,0,,,
OLED,160.965,14-11-2023,14:36 EST,7.244995,160,161.56,159.5,187510,20231114,160.965,1,0,,,
RGA,160.76,14-11-2023,14:35 EST,-2.2799988,162.89,163.79,159.1,253695,20231114,160.76,1,0,,,
CMXHF,160,13-11-2023,15:25 EST,0,155,160,160,336,20231114,160,1,0,,,
DSDVF,159.8,14-11-2023,11:46 EST,8.779999,157.34,159.8,153.44,147,20231114,159.8,1,0,,,
PGR,159.8,14-11-2023,14:36 EST,-2.119995,160.99,162.81,159.18,1368007,20231114,159.8,1,0,,,
FANG,159.44,14-11-2023,14:36 EST,1.2600098,159.05,159.75,158.125,1492823,20231114,159.44,1,0,,,
RSG,159.355,14-11-2023,14:35 EST,0.95500183,158,159.66,157.4,897268,20231114,159.355,1,0,,,
PDYPF,159.25,14-11-2023,14:19 EST,10.947006,155,159.25,154.61,1725,20231114,159.25,1,0,,,
PAG,158.01,14-11-2023,14:33 EST,8.449997,153.02,159.5,154.46,106064,20231114,158.01,1,0,,,
ANNSF,157.525,13-11-2023,11:12 EST,0,157.525,157.525,157.525,25,20231114,157.525,1,0,,,
AXP,157.415,14-11-2023,14:36 EST,3.074997,156.6,157.76,156.045,1629271,20231114,157.415,1,0,,,
PKG,157.31,14-11-2023,14:36 EST,3.8399963,154.69,158.5356,154.2834,246489,20231114,157.31,1,0,,,
WSM,157.16,14-11-2023,14:36 EST,8.400009,152.38,158.485,153.04,712779,20231114,157.16,1,0,,,
DKILF,156.2,14-11-2023,13:18 EST,5.5899963,157.59,157.75,148.84,724,20231114,156.2,1,0,,,
TOELF,155.874,14-11-2023,12:35 EST,8.57399,158.206,158.406,155.03,194,20231114,155.874,1,0,,,
SSD,155.815,14-11-2023,14:35 EST,10.305008,150.27,155.87,151.6316,131796,20231114,155.815,1,0,,,
NUE,155.67,14-11-2023,14:35 EST,2.7299957,155,156.3,154.06,611635,20231114,155.67,1,0,,,
PTC,154.87,14-11-2023,14:36 EST,2.7299957,153.96,155.02,152.37,619410,20231114,154.87,1,0,,,
AME,154.78,14-11-2023,14:36 EST,3.399994,153.32,154.86,152.56,620191,20231114,154.78,1,0,,,
ARCH,154.52,14-11-2023,14:36 EST,9.180008,149.02,154.985,148.57,207715,20231114,154.52,1,0,,,
TTWO,154.5175,14-11-2023,14:36 EST,4.4275055,153.09,156.21,152.5793,1548237,20231114,154.5175,1,0,,,
MDGL,154.17,14-11-2023,14:36 EST,8.169998,153.64,156.73,151.005,242716,20231114,154.17,1,0,,,
RGEN,154.05,14-11-2023,14:36 EST,8.350006,153,157.57,152.16,401438,20231114,154.05,1,0,,,
DRI,153.78,14-11-2023,14:36 EST,2.5299988,152.48,154.41,152.0373,312592,20231114,153.78,1,0,,,
AMAT,153.6413,14-11-2023,14:36 EST,3.901291,153.03,154.88,152.15,3109827,20231114,153.6413,1,0,,,
JKHY,152.7466,14-11-2023,14:35 EST,2.42659,151.99,153.82,151.45,202209,20231114,152.7466,1,0,,,
CELH,152.53,14-11-2023,14:36 EST,-9.889999,165.08,165.5,147.185,4410332,20231114,152.53,1,0,,,
JLL,152.41,14-11-2023,14:36 EST,11.720001,146.34,156.2,147.75,263152,20231114,152.41,1,0,,,
PG,152.21,14-11-2023,14:36 EST,-0.25,152.55,153.5,151.6801,4130372,20231114,152.21,1,0,,,
UFPT,152.2,14-11-2023,14:35 EST,9.669998,147.13,155.076,147.13,25203,20231114,152.2,1,0,,,
IFCZF,152.16,14-11-2023,14:06 EST,1.1000061,152.16,152.16,152.16,101,20231114,152.16,1,0,,,
FSV,152.08,14-11-2023,14:30 EST,7.430008,147.45,152.37,147.45,39908,20231114,152.08,1,0,,,
SHMDF,151.5,08-11-2023,13:55 EST,0,150,151.5,151.5,200,20231114,151.5,1,0,,,
SPLK,151.16,14-11-2023,14:36 EST,4.3600006,151.1,151.5,151.05,3583926,20231114,151.16,1,0,,,
PIPR,150.565,14-11-2023,14:29 EST,8.02501,147.73,151.635,147.29,39731,20231114,150.565,1,0,,,
MPC,150.33,14-11-2023,14:36 EST,3.5700073,147.3,151.1,147.3,1812234,20231114,150.33,1,0,,,
IBM,150.22,14-11-2023,14:36 EST,2.119995,149.45,150.28,149.05,2329457,20231114,150.22,1,0,,,
NXST,149.51,14-11-2023,14:35 EST,5.799988,148.76,150.43,147.9971,333060,20231114,149.51,1,0,,,
BMI,149.5,14-11-2023,14:35 EST,4.869995,148.28,149.64,146.19,74926,20231114,149.5,1,0,,,
PCTY,149.35,14-11-2023,14:36 EST,4.9600067,148.74,150.7545,147.97,295004,20231114,149.35,1,0,,,
TXN,149.34,14-11-2023,14:36 EST,3.4700012,150.22,151.1,148.9375,3508488,20231114,149.34,1,0,,,
VMW,148.94,14-11-2023,14:34 EST,-0.2899933,150,150.27,148.36,176061,20231114,148.94,1,0,,,
FSLR,148.88,14-11-2023,14:36 EST,15.040009,137.67,150.64,137.21,2874189,20231114,148.88,1,0,,,
JPM,148.69,14-11-2023,14:36 EST,2.9100037,146.68,149.25,146.52,6338514,20231114,148.69,1,0,,,
NSIT,148.46,14-11-2023,14:35 EST,4.8400116,147.51,148.46,146.27,80986,20231114,148.46,1,0,,,
WCC,148.415,14-11-2023,14:35 EST,7.7049866,144.94,148.595,144.5,224242,20231114,148.415,1,0,,,
JNJ,147.45,14-11-2023,14:36 EST,-0.18000793,147.64,148.54,146.97,3666356,20231114,147.45,1,0,,,
TMUS,147.04,14-11-2023,14:36 EST,-0.17001343,148.02,148.5,146.45,2598575,20231114,147.04,1,0,,,
ITIC,147.02,14-11-2023,13:02 EST,-1.9899902,149.8,150,147.02,2143,20231114,147.02,1,0,,,
EVR,147.015,14-11-2023,14:35 EST,7.755005,142.65,148,142.98,312223,20231114,147.015,1,0,,,
SMAWF,146.81,14-11-2023,12:06 EST,6.6600037,146.54,147.5,146.25,402,20231114,146.81,1,0,,,
SAPGF,146.698,14-11-2023,12:47 EST,2.197998,146.41,148.1,146.41,5948,20231114,146.698,1,0,,,
PFFVF,146.33,13-10-2023,10:35 EDT,0,146.33,146.33,146.33,538,20231114,146.33,1,0,,,
AMZN,146.0647,14-11-2023,14:36 EST,3.474701,145,147.2576,144.69,39555545,20231114,146.0647,1,0,,,
RMD,145.945,14-11-2023,14:36 EST,3.0250092,145.23,148.2,144.3864,464704,20231114,145.945,1,0,,,
MTH,145.775,14-11-2023,14:35 EST,11.394989,140.13,146.29,139.86,367623,20231114,145.775,1,0,,,
CVX,145.0576,14-11-2023,14:36 EST,1.0576019,144.48,145.17,143.9,6732175,20231114,145.0576,1,0,,,
HES,143.71,14-11-2023,14:36 EST,1.030014,143.11,143.82,142.42,1706805,20231114,143.71,1,0,,,
UPS,143.56,14-11-2023,14:36 EST,5.3899994,140.04,143.77,139.9078,2143524,20231114,143.56,1,0,,,
EADSF,143.438,14-11-2023,11:46 EST,6.598007,143.438,143.438,143.438,434,20231114,143.438,1,0,,,
CHKP,142.145,14-11-2023,14:36 EST,-1.0950012,143.73,144.155,140.18,720881,20231114,142.145,1,0,,,
ACXIF,142.03,14-11-2023,10:03 EST,5.279999,139.5,142.03,139.5,6,20231114,142.03,1,0,,,
TLPFF,142,14-11-2023,12:42 EST,9.639999,145.48,145.48,142,110,20231114,142,1,0,,,
BH,141.48,14-11-2023,14:22 EST,-0.220001,143.2,144.39,138,7529,20231114,141.48,1,0,,,
AN,140.435,14-11-2023,14:35 EST,8.095001,137.05,141.7499,137.04,218429,20231114,140.435,1,0,,,
IBP,139.25,14-11-2023,14:36 EST,13.440002,133.35,139.28,133.35,230016,20231114,139.25,1,0,,,
HLAGF,139.06,14-11-2023,14:11 EST,10.520004,139.06,139.06,139.06,10,20231114,139.06,1,0,,,
SXI,138.71,14-11-2023,14:34 EST,2.8100128,138.94,139.255,137.98,55856,20231114,138.71,1,0,,,
ABBV,138.5714,14-11-2023,14:36 EST,-0.068603516,138.93,140.1,137.965,2104602,20231114,138.5714,1,0,,,
ATKR,138.11,14-11-2023,14:35 EST,7.550003,134.99,140.175,134.99,248423,20231114,138.11,1,0,,,
WSPOF,138,09-11-2023,09:30 EST,0,138,138,138,67,20231114,138,1,0,,,
GPC,137.82,14-11-2023,14:36 EST,2.430008,137.45,138.77,137.53,417068,20231114,137.82,1,0,,,
LOPE,137.74,14-11-2023,14:35 EST,-0.269989,139.52,140.18,137.09,159825,20231114,137.74,1,0,,,
J,137.525,14-11-2023,14:36 EST,3.644989,135.07,138.17,135.25,255099,20231114,137.525,1,0,,,
ACLS,137.23,14-11-2023,14:36 EST,7.8399963,134.91,137.455,133.48,342722,20231114,137.23,1,0,,,
ONTO,136.755,14-11-2023,14:34 EST,1.0050049,139.03,140,136.3,236264,20231114,136.755,1,0,,,
SITE,136.345,14-11-2023,14:36 EST,10.095001,130.02,136.52,128.18,223131,20231114,136.345,1,0,,,
ICFI,136.325,14-11-2023,14:30 EST,1.2249908,134.52,136.875,134.15,55430,20231114,136.325,1,0,,,
GOOG,136.28,14-11-2023,14:36 EST,2.6399994,135.65,137.24,135.42,13199303,20231114,136.28,1,0,,,
DOV,136.11,14-11-2023,14:36 EST,4.6399994,133.77,136.48,133.8301,398060,20231114,136.11,1,0,,,
CLX,135.99,14-11-2023,14:36 EST,2.2100067,134.18,136.18,134.04,849504,20231114,135.99,1,0,,,
RLI,135.795,14-11-2023,14:36 EST,1.1049957,135.16,135.82,133.25,63679,20231114,135.795,1,0,,,
WWD,135.68,14-11-2023,14:36 EST,0.8899994,136,136.695,134.96,220198,20231114,135.68,1,0,,,
AMG,135,14-11-2023,14:32 EST,4.44,133.46,136.75,133.5418,185922,20231114,135,1,0,,,
WCN,134.96,14-11-2023,14:36 EST,4.400009,131.29,134.96,131.21,798359,20231114,134.96,1,0,,,
TRI,134.71,14-11-2023,14:36 EST,1.75,134.25,135.1,133.83,337132,20231114,134.71,1,0,,,
GOOGL,134.64,14-11-2023,14:36 EST,2.550003,134.19,135.7,133.955,18296219,20231114,134.64,1,0,,,
EA,134.46,14-11-2023,14:36 EST,1.780014,133.93,134.685,133.545,940606,20231114,134.46,1,0,,,
BLDR,134.36,14-11-2023,14:36 EST,10.980003,127.5,134.78,127.5,1401716,20231114,134.36,1,0,,,
PPG,134.12,14-11-2023,14:36 EST,4.8399963,131.69,134.155,131,848577,20231114,134.12,1,0,,,
AHLAS,134,13-11-2023,10:30 EST,0,134,134,134,1,20231114,134,1,0,,,
MCEM,134,14-11-2023,14:07 EST,2.5,131.5,134,131.5,1583,20231114,134,1,0,,,
NOVT,133.22,14-11-2023,14:34 EST,9.209999,128.39,133.35,126.65,59926,20231114,133.22,1,0,,,
DGX,133.18,14-11-2023,14:36 EST,0.8299866,132.65,133.66,131.77,449150,20231114,133.18,1,0,,,
LEA,133.17,14-11-2023,14:35 EST,5.149994,131.59,134.19,130.51,211676,20231114,133.17,1,0,,,
SAUHF,133.15416,14-11-2023,13:30 EST,12.034157,134.218,135.55,128,34893,20231114,133.15416,1,0,,,
JBL,132.68,14-11-2023,14:36 EST,3.1899872,130.93,133.19,130.535,676156,20231114,132.68,1,0,,,
UHS,132.08,14-11-2023,14:36 EST,2.5899963,131.69,133.57,131.45,220504,20231114,132.08,1,0,,,
SNLC,132,13-11-2023,11:08 EST,4,132,132,132,56,20231114,132,1,0,,,
BURL,131.99,14-11-2023,14:36 EST,6.4900055,129.5,135.02,129.62,1292871,20231114,131.99,1,0,,,
ALL,131.49,14-11-2023,14:35 EST,1.6399994,129.92,132.14,129.1784,599050,20231114,131.49,1,0,,,
FJTSF,131,14-11-2023,11:46 EST,5.25,133.34,133.34,126.36,2062,20231114,131,1,0,,,
IPAR,131,14-11-2023,14:22 EST,5.830002,127.86,131.92,124.31,51309,20231114,131,1,0,,,
OC,130.85,14-11-2023,14:36 EST,6.7700043,127.64,131.08,127.64,532003,20231114,130.85,1,0,,,
TEL,130.235,14-11-2023,14:36 EST,5.2649994,127.04,130.295,126.87,958066,20231114,130.235,1,0,,,
PLPC,130.19,14-11-2023,14:17 EST,5.209999,129.68,130.75,126.96,12996,20231114,130.19,1,0,,,
LINS,130,17-07-2023,11:49 EDT,0,175,130,130,20,20231114,130,1,0,,,
ROG,130,14-11-2023,14:31 EST,6.34,126.64,131.28,126.425,48889,20231114,130,1,0,,,
NPO,129.85,14-11-2023,14:35 EST,6.1200027,127.48,129.85,126.91,40948,20231114,129.85,1,0,,,
WLK,129.6,14-11-2023,14:35 EST,7.140007,125.22,129.625,124.14,161723,20231114,129.6,1,0,,,
DHI,129.595,14-11-2023,14:36 EST,7.2750015,126.94,130.78,126.7,2558244,20231114,129.595,1,0,,,
VLKAF,129.46,14-11-2023,13:28 EST,4.640007,128.55,131.49,125.25,1640,20231114,129.46,1,0,,,
LEN,129.425,14-11-2023,14:36 EST,7.175003,126.9,131.265,126.67,2245424,20231114,129.425,1,0,,,
INSP,129.29,14-11-2023,14:34 EST,4.029991,128.88,136.895,128.73,493436,20231114,129.29,1,0,,,
BAH,129.07,14-11-2023,14:35 EST,2.2000046,127.23,129.25,126.7,473568,20231114,129.07,1,0,,,
GPOR,128.98,14-11-2023,14:32 EST,2.6,127.61,128.98,126.7,37356,20231114,128.98,1,0,,,
AVAV,128.9686,14-11-2023,14:33 EST,3.068596,127.26,129.75,126.72,120518,20231114,128.9686,1,0,,,
AWK,128.9,14-11-2023,14:36 EST,7.109993,126.46,128.97,125.92,673036,20231114,128.9,1,0,,,
KEYS,128.655,14-11-2023,14:36 EST,5.334999,125.38,128.83,124.5,1065171,20231114,128.655,1,0,,,
WOLTF,128.6,08-11-2023,09:48 EST,0,125.2,128.6,128.6,12,20231114,128.6,1,0,,,
LNN,128.375,14-11-2023,14:33 EST,5.215,125.35,128.375,125.55,22903,20231114,128.375,1,0,,,
